Id,Review,Label
5174,"I really liked the course, it was relatively easy to understand and enjoyable, and specially the lessons taught by Matthijs, he was just amazing at making it all very understandable and enjoyable. And overall, I just really feel some exercises along the way for each topic would have been of great help.",4
5175,Amazing teaching for wonderful subject.,5
5176,IT is simply the best course i have seen here !Well done !! It would be great to see some other courses like this! A big + to Universty of Amsterdam!,5
5177,Very clearly presented and easy to understand. The course explains what the calculations mean.,5
5178,Excellent course and well taught by both instructors. 4 stars because of the lack of feedback on quizzes and exam.,4
5179,The concepts are explained very clearly. Thanks to the team.,5
5180,"Lovely accent, great lecture for the younger teacher. The older teacher really confuses me sometimes cos the language he used was very academic and hard to understand, besides he has a tendency to read other than lecture",4
5181,"Very useful and ineresting course, Demonestration diagrams in the videos are very clear and delivering the information easily, like it, ma",5
5182,Nice and challenging (despite the fact that most of the material was taught at school many years ago...),5
5183,"Very well done: a lot of effort put into this course, and it pays off.",5
5184,"Excellent, clear to-the-point explanations supported by matching graphics and pace. About the best course I've taken so far.",5
5185,"Great class, but I wish there were more practice problems. Statistics is a very important concept to learn for any field, and I highly recommend this class.",4
5186,The best introduction to Statistics.,5
5187,It was a great and nice course. I remembered a lot o things and I knew some key concepts and approaches to learn. Thank you.,5
